STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (Âµmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,date
1892.0,ACHENKOIL AT THUMPAMON,KARNATAKA,19.2,3.6,7.3,7428.0,8.8,7.9,14107.4,57413.2,2017,2017-01-11
17.0,NAGAVALLI AT THOTAPALLI REGULATOR,KERALA,28.2,8.5,6.7,6962.7,7.0,6.2,20712.8,78475.1,2017,2017-01-12
17.0,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,20.8,6.1,7.4,4077.3,46.8,7.4,30102.2,13978.7,2017,2017-01-13
2709.0,RIVER TIRACOL AT TIRACOL,MAHARASHTRA,25.0,4.8,8.2,9396.5,77.5,11.1,16777.7,15009.4,2017,2017-01-14
1892.0,GHAGGAR AT MOONAK,KARNATAKA,26.5,8.5,7.2,2908.0,16.2,7.6,38910.3,14538.1,2017,2017-01-15
3305.0,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MADHYA PRADESH,25.7,6.6,8.2,10900.7,25.0,5.8,14173.9,75370.0,2017,2017-01-16
1726.0,NAMBUL RIVER AT BISHNUPUR,TRIPURA,23.8,9.1,8.1,5509.3,35.5,11.3,79.6,50518.1,2017,2017-01-17
17.0,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",KERALA,20.7,6.0,8.1,18043.4,81.2,10.8,4589.0,54505.3,2017,2017-01-18
3365.0,PERIYAR AT SEWAGE DISCHARGE POINT,MEGHALAYA,21.8,9.2,7.2,17763.3,44.6,5.5,50332.4,67295.3,2017,2017-01-19
2624.0,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",HIMACHAL PRADESH,22.0,6.6,7.4,269.1,63.8,4.1,13652.4,76216.3,2017,2017-01-20
1885.0,IMPHAL AT KOIRENGEI,HARYANA,23.9,3.3,7.9,3754.6,76.3,11.6,29626.3,64468.9,2017,2017-01-21
1726.0,CHALAKUDY AT PULICKALKANANDAVU,TRIPURA,22.8,3.4,7.0,12440.5,83.4,2.3,15688.6,75033.1,2017,2017-01-22
1393.0,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",DAMAN & DIU,27.8,4.4,6.0,9368.3,71.2,5.5,2897.8,71108.6,2017,2017-01-23
1726.0,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",TRIPURA,32.0,9.3,5.9,16879.0,13.6,5.3,25864.5,28758.1,2017,2017-01-24
1543.0,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",GOA,26.5,4.0,6.9,8800.7,1.6,4.4,12839.1,55905.7,2017,2017-01-25
1024.0,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",PUNJAB,31.5,8.0,5.7,11140.4,37.5,9.0,440.6,70177.7,2017,2017-01-26
1892.0,KUNDALIKA AT ROHA CITY,KARNATAKA,30.3,5.4,6.2,11682.5,7.9,1.0,16571.0,30228.9,2017,2017-01-27
17.0,PATALGANGA NEAR INTAKE OF MIDC W/W,KERALA,27.8,7.8,7.3,10966.7,76.8,3.1,47000.6,50540.6,2017,2017-01-28
1685.0,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",PONDICHERRY,17.3,2.4,7.2,15882.8,78.8,5.4,334.4,12503.2,2017,2017-01-29
2870.0,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MANIPUR,17.4,5.8,6.5,5633.2,32.2,3.3,35508.8,85337.6,2017,2017-01-30
1393.0,MUVATTAPUZHA AT VETTIKKATTUMUKKU,DAMAN & DIU,20.5,5.8,7.7,3027.9,15.4,11.0,43264.2,5725.4,2017,2017-01-31
1643.0,GAUTAMINANGODAVARI RIVER,ORISSA,19.1,6.7,5.9,15250.7,46.7,3.9,27184.2,12202.7,2017,2017-02-01
1543.0,"CHALIYAR AT NILAMBUR, MALAPPURAM",GOA,23.6,6.2,7.6,16038.8,74.4,5.7,39312.3,78579.8,2017,2017-02-02
1024.0,PERUVAMBA AT CHANDAPPURA,PUNJAB,26.8,8.5,7.9,1088.5,30.7,11.1,922.7,43067.1,2017,2017-02-03
3365.0,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,18.5,9.1,7.1,18079.4,66.2,0.5,19856.6,40869.0,2017,2017-02-04
2624.0,WAH BLEI,HIMACHAL PRADESH,28.0,5.3,6.8,14763.2,80.2,2.9,28092.1,1282.6,2017,2017-02-05
1328.0,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,TAMILNADU,19.3,6.8,5.8,6219.0,65.6,5.6,40125.3,42212.7,2017,2017-02-06
3365.0,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",MEGHALAYA,26.4,7.5,6.8,14573.3,87.5,11.4,38295.1,67653.0,2017,2017-02-07
1726.0,TUIRIAL UPPER CATCHMENT,TRIPURA,25.3,4.4,6.4,12725.3,38.7,10.8,11636.0,41855.4,2017,2017-02-08
2624.0,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",HIMACHAL PRADESH,17.3,9.2,6.2,6007.6,18.4,6.6,36006.7,4324.0,2017,2017-02-09
1455.0,ZUARI AT PANCHAWADI,ODISHA,27.2,9.0,6.5,16969.9,26.1,8.3,43249.7,81510.3,2017,2017-02-10
1726.0,"MEENACHIL AT KIDANGOOR, KERALA",TRIPURA,19.4,7.7,6.9,7304.4,73.9,4.7,11109.2,17108.5,2017,2017-02-11
17.0,TAMBIRAPARANI AT ARUMUGANERI,KERALA,26.0,5.7,8.3,9383.0,20.1,10.4,10671.4,54738.4,2017,2017-02-12
3080.0,UMTREW AT BYRNIHAT EAST,ANDHRA PRADESH,17.8,4.3,7.6,15980.5,39.4,1.4,22167.5,69326.0,2017,2017-02-13
1885.0,"D/S DHAKANSU NALLAH, PUNJAB",HARYANA,21.8,9.2,7.3,1392.0,84.9,3.5,18385.3,1131.9,2017,2017-02-14
1726.0,MANDOVI AT AMONA BRIDGE,TRIPURA,27.5,8.6,5.8,773.1,75.6,8.6,10048.0,26875.3,2017,2017-02-15
3305.0,"U/S JHARMAL NADI, PUNJAB",MADHYA PRADESH,20.9,4.1,7.2,9457.2,30.9,1.8,14450.4,32311.2,2017,2017-02-16
1892.0,"SAL AT KHAREBAND, MARGAO",KARNATAKA,32.3,6.0,5.9,5554.3,59.6,7.1,27574.4,46825.7,2017,2017-02-17
1393.0,THALLASSERY AT PATHIPPALAM,DAMAN & DIU,19.0,8.7,6.0,15535.3,12.3,5.4,29069.1,157.5,2017,2017-02-18
1643.0,"VAITARNA NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",ORISSA,29.5,7.1,7.3,13953.4,24.5,0.5,30605.0,45396.2,2017,2017-02-19
1543.0,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,GOA,31.7,9.5,6.2,3101.0,41.6,9.3,30099.9,22279.0,2017,2017-02-20
2870.0,"BUGI AT DALU, SOUTH GARO HILLS",MANIPUR,22.2,9.8,8.3,2833.9,9.6,10.4,38099.8,85300.3,2017,2017-02-21
2624.0,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",HIMACHAL PRADESH,18.2,5.1,6.6,7368.5,23.1,1.7,31817.2,79575.1,2017,2017-02-22
1717.0,TAMBIRAPARANI AT MURAPPANADU,RAJASTHAN,28.0,6.9,5.6,7639.1,63.6,8.9,21348.5,66443.2,2017,2017-02-23
2709.0,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",MAHARASHTRA,23.3,8.7,5.8,17891.3,49.4,5.6,46059.9,52939.2,2017,2017-02-24
1726.0,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",TRIPURA,20.9,9.1,7.5,1469.9,8.3,5.1,31611.3,35799.2,2017,2017-02-25
1685.0,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),PONDICHERRY,29.0,4.8,6.6,5095.0,57.2,4.8,36864.7,78646.1,2017,2017-02-26
1885.0,MANDOVI NEAR HOTEL MARRIOT,HARYANA,31.1,7.6,8.0,12972.9,59.3,9.4,17093.1,80583.4,2017,2017-02-27
1892.0,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",KARNATAKA,22.8,9.1,6.9,11819.3,3.3,0.7,51632.9,60438.6,2017,2017-02-28
2709.0,MANDOVI AT NEGHBOURHOOD OF PANAJI,MAHARASHTRA,18.5,9.5,7.6,15544.7,34.0,5.4,37536.8,4620.5,2017,2017-03-01
1717.0,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",RAJASTHAN,23.0,4.4,8.1,7554.2,21.7,8.2,13009.5,2371.6,2017,2017-03-02
1024.0,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",PUNJAB,18.0,5.2,6.5,18432.8,80.3,4.0,21658.4,57651.4,2017,2017-03-03
2052.0,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",MIZORAM,23.5,4.2,6.8,10464.9,65.8,11.4,52181.9,78391.2,2017,2017-03-04
1885.0,RIVER ASSONORA AT ASSONORA,HARYANA,26.6,9.2,6.0,13561.8,46.5,11.0,13583.8,43458.8,2017,2017-03-05
1328.0,KHUGA RIVER (CHURACHANDPUR),TAMILNADU,24.5,6.3,7.9,11452.2,52.1,6.8,44691.8,8613.6,2017,2017-03-06
1543.0,GHAGGAR AT U/S DHAKANSU NALLAH,GOA,26.0,6.4,5.7,12531.6,20.2,1.8,8671.0,78836.0,2017,2017-03-07
1328.0,RIVER MANDOVI NEAR HOTEL MARRIOT,TAMILNADU,30.2,4.1,8.4,11019.7,57.7,3.4,49036.0,79749.6,2017,2017-03-08
1543.0,GHAGGAR AT D/S DHAKANSU NALLAH,GOA,32.6,5.9,5.8,636.7,22.7,5.7,8213.6,72331.5,2017,2017-03-09
2709.0,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MAHARASHTRA,30.5,7.6,7.9,6462.6,47.3,0.0,36839.9,18853.8,2017,2017-03-10
1885.0,RIVER TIRACOL AT TIRACOL,HARYANA,25.3,2.4,7.2,2920.3,26.8,11.8,10399.0,12593.3,2017,2017-03-11
2709.0,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,17.3,8.2,7.8,809.9,7.2,1.2,45995.8,14779.1,2017,2017-03-12
1543.0,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",GOA,26.7,5.6,7.9,7682.3,64.5,4.7,43262.3,36105.2,2017,2017-03-13
2624.0,GHAGGAR AT D/S SARDULGARH,HIMACHAL PRADESH,19.0,8.7,8.3,10172.4,6.1,6.6,22708.1,58846.1,2017,2017-03-14
1246.0,TAMBIRAPARANI AT RAIL BDG. ,GUJARAT,19.9,3.7,7.4,18465.9,8.1,6.1,42335.4,41559.2,2017,2017-03-15
1328.0,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",TAMILNADU,20.8,3.8,8.0,16652.8,41.0,6.6,32613.0,12887.6,2017,2017-03-16
1393.0,PAMBA DOWN,DAMAN & DIU,26.4,9.4,5.6,12160.5,3.1,1.1,7955.3,66334.4,2017,2017-03-17
2624.0,MAHA RIVER AT CHANDEL,HIMACHAL PRADESH,29.5,8.7,6.7,12292.4,5.1,11.7,9558.4,11863.5,2017,2017-03-18
17.0,KALNA AT CHANDELNAN PERNEM,KERALA,24.2,9.2,8.0,6376.4,63.2,11.8,47408.9,14290.2,2017,2017-03-19
1328.0,R KUPPAM AT RAYAROM,TAMILNADU,26.7,2.5,7.0,4898.8,62.2,4.9,32588.1,45453.5,2017,2017-03-20
1543.0,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.9,6.4,7.3,6470.6,81.2,1.9,40415.1,18359.9,2017,2017-03-21
1892.0,"RUSHIKULYA AT GANJAM U/S, ORISSA",KARNATAKA,27.1,5.6,6.1,9494.2,21.7,0.8,11690.6,40708.1,2017,2017-03-22
1328.0,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",TAMILNADU,30.3,4.6,5.7,13636.3,85.0,11.6,49280.0,37491.4,2017,2017-03-23
1393.0,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",DAMAN & DIU,29.5,5.6,5.9,3164.6,39.1,10.5,3735.6,10960.6,2017,2017-03-24
1246.0,RIVER MANDOVI NEAR HOTEL MARRIOT,GUJARAT,22.1,7.5,7.9,14197.4,72.8,9.8,11329.4,61340.5,2017,2017-03-25
1643.0,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,ORISSA,18.6,5.2,7.8,12527.9,18.9,5.1,43113.1,76007.2,2017,2017-03-26
1892.0,"THOUBAL  AT SHONG KONG, UKHRUL",KARNATAKA,31.0,5.8,7.5,4739.6,14.8,7.9,36741.7,647.4,2017,2017-03-27
1885.0,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",HARYANA,30.1,9.1,7.9,416.6,39.4,3.7,46546.3,46995.1,2017,2017-03-28
3365.0,GUMTI AT U/S SOUTH TRIPURA,MEGHALAYA,26.8,5.7,8.3,3740.3,15.1,0.1,48143.5,6623.1,2017,2017-03-29
3305.0,PAMBA AT CHENGANNUR,MADHYA PRADESH,21.2,2.9,5.6,3341.8,21.6,2.8,37112.2,17008.9,2017,2017-03-30
1717.0,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",RAJASTHAN,30.0,4.3,8.1,15826.2,21.0,6.6,23645.8,53337.0,2017,2017-03-31
1643.0,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,24.2,3.7,7.1,14177.8,0.3,1.9,25287.4,86670.9,2017,2017-04-01
3305.0,"MANDOVI AT TONCA, MARCELA",MADHYA PRADESH,18.2,4.6,7.8,11011.6,15.1,5.8,14370.7,79245.6,2017,2017-04-02
1726.0,R UPPALA AT  UPPALA BR.,TRIPURA,31.0,6.1,8.3,9891.5,32.1,11.3,45145.2,78373.9,2017,2017-04-03
1246.0,KEECHERI AT VADAKKANCHERY BDG,GUJARAT,27.9,7.5,7.6,10381.2,22.1,1.9,19364.7,85179.5,2017,2017-04-04
1726.0,CHALAKUDY AT PULICKALKANANDAVU,TRIPURA,31.5,7.0,5.9,7168.2,16.7,8.5,32764.6,44640.1,2017,2017-04-05
1393.0,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",DAMAN & DIU,20.1,7.2,6.9,15848.9,38.5,0.9,8043.8,76021.6,2017,2017-04-06
1393.0,R KARINGODE AT KAKKADAVU,DAMAN & DIU,29.5,9.4,8.0,17610.7,18.5,4.9,2103.2,52135.0,2017,2017-04-07
1246.0,"NAGAVALLI AT JAYKAYPUR D/S, ODISHA",GUJARAT,17.5,3.5,6.6,7761.8,50.7,9.2,7995.9,26438.7,2017,2017-04-08
2870.0,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MANIPUR,19.3,3.1,6.2,3372.1,34.4,5.1,43835.1,42488.7,2017,2017-04-09
2870.0,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MANIPUR,30.1,3.9,7.0,8755.0,7.0,5.3,15800.1,73985.8,2017,2017-04-10
1246.0,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",GUJARAT,18.7,3.8,6.5,16231.7,79.0,7.6,2815.7,82707.3,2017,2017-04-11
1885.0,"KHUJAIROK, MOREH (CHANDEL)",HARYANA,20.2,2.9,6.0,8966.6,45.0,11.4,10524.3,58112.3,2017,2017-04-12
1685.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PONDICHERRY,28.8,4.7,5.7,7882.2,18.4,5.2,23765.1,36282.9,2017,2017-04-13
2709.0,KHANDEPAR AT OPA NAN PONDA,MAHARASHTRA,27.8,3.3,8.2,13711.0,6.7,5.5,33961.2,41752.1,2017,2017-04-14
1543.0,"KOLAK AT PATALIA BDG., GUJARAT",GOA,19.8,9.8,7.7,15770.0,86.7,5.3,52876.8,45927.6,2017,2017-04-15
1885.0,UMKHEN AT KSEHPONGDENG,HARYANA,19.8,7.6,7.6,12608.4,42.3,5.2,36912.1,1594.1,2017,2017-04-16
17.0,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",KERALA,24.6,4.4,7.8,15863.9,65.0,3.6,50637.2,16383.3,2017,2017-04-17
1892.0,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),KARNATAKA,31.1,7.5,5.9,223.6,38.6,2.7,35805.4,72817.8,2017,2017-04-18
1892.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",KARNATAKA,27.1,8.6,7.2,6963.4,77.9,11.5,35336.2,27441.1,2017,2017-04-19
1543.0,"U/S JHARMAL NADI, PUNJAB",GOA,29.8,2.8,8.2,13542.2,36.7,11.8,38317.9,72478.2,2017,2017-04-20
2709.0,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,17.4,4.1,6.9,8953.4,39.6,8.5,28700.3,37702.7,2017,2017-04-21
2624.0,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",HIMACHAL PRADESH,27.5,6.5,7.5,13622.2,55.9,2.1,39394.7,49823.6,2017,2017-04-22
2709.0,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,28.7,6.8,8.0,4951.1,22.8,1.9,43975.8,22578.6,2017,2017-04-23
1024.0,SIMSANG RIVER WILLIAMNAGAR,PUNJAB,21.5,6.8,6.7,5259.7,41.8,6.7,446.6,75381.9,2017,2017-04-24
2624.0,GANOL RIVER TURA,HIMACHAL PRADESH,23.3,3.4,6.1,7174.7,18.4,9.3,32069.6,46628.2,2017,2017-04-25
2052.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",MIZORAM,29.0,8.9,7.5,2231.3,23.8,1.3,34964.3,48646.9,2017,2017-04-26
1024.0,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,PUNJAB,27.7,3.9,6.1,1588.8,3.8,4.9,25219.7,68517.2,2017,2017-04-27
1328.0,ETHAI BARRAGE ON MANIPUR R AT BISHNUPUR,TAMILNADU,18.8,5.3,6.2,1955.1,74.5,0.5,20436.5,8329.4,2017,2017-04-28
1885.0,R MAMOM AT MAMOM BRIDGE,HARYANA,27.6,4.1,5.7,15106.2,68.8,5.5,48575.8,76506.6,2017,2017-04-29
1717.0,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,22.6,3.0,6.0,14643.5,35.9,1.6,7580.6,78352.3,2017,2017-04-30
1685.0,R PERIYAR AT PURAPPALLIKAVU,PONDICHERRY,27.0,3.5,6.6,12207.7,27.3,8.9,33875.2,83112.1,2017,2017-05-01
1685.0,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",PONDICHERRY,21.2,2.9,7.5,14546.1,0.2,7.8,29753.4,84042.6,2017,2017-05-02
2052.0,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",MIZORAM,29.0,3.0,6.6,2850.4,27.6,5.6,9022.9,61305.0,2017,2017-05-03
1455.0,KHUGA RIVER (CHURACHANDPUR),ODISHA,30.9,7.1,6.9,1448.5,33.2,8.4,1451.2,81420.9,2017,2017-05-04
1892.0,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",KARNATAKA,30.6,9.4,7.8,8712.3,59.0,4.1,6751.7,85469.5,2017,2017-05-05
1024.0,RIVER PERIYAR AT MUPPATHADAM,PUNJAB,24.0,4.1,7.0,176.8,24.6,6.1,47972.2,78847.7,2017,2017-05-06
3365.0,R KORAYAR AT KANJIKODE,MEGHALAYA,31.7,4.3,7.6,4980.3,33.5,5.4,44466.7,41552.8,2017,2017-05-07
2870.0,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",MANIPUR,25.9,8.6,5.8,10421.5,22.4,9.4,15922.9,39651.1,2017,2017-05-08
1455.0,THIRUR AT THALAKKADATHUR BDG,ODISHA,20.4,3.5,6.7,17075.9,6.1,11.7,5251.7,6293.7,2017,2017-05-09
1455.0,BALEHWAR KHADI AT N.H. NO 8,ODISHA,28.3,6.5,6.8,9457.3,78.9,10.4,26944.4,22594.0,2017,2017-05-10
2870.0,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MANIPUR,29.0,7.5,7.8,3556.4,8.9,6.7,22751.8,38493.1,2017,2017-05-11
3365.0,BHARATHAPUZHA AT KUTTIPPURAM,MEGHALAYA,28.9,7.4,7.3,3356.7,25.3,11.0,37649.4,30753.6,2017,2017-05-12
1892.0,PERIYAR NEAR ALWAYENANELOOR,KARNATAKA,30.1,9.8,8.2,11845.8,44.9,9.2,18874.6,69767.6,2017,2017-05-13
1543.0,PERIYAR AT SEWAGE DISCHARGE POINT,GOA,24.0,6.7,6.9,4691.0,70.3,2.4,52311.9,85493.8,2017,2017-05-14
1717.0,GHAGGAR AT D/S DHAKANSU NALLAH,RAJASTHAN,19.5,9.8,6.1,249.6,56.1,9.4,43866.1,59044.1,2017,2017-05-15
1726.0,TUIRIAL UPPER CATCHMENT,TRIPURA,26.1,4.3,7.8,14502.4,72.9,7.8,42186.9,18583.9,2017,2017-05-16
2052.0,RUSHIKULYA AT GANJAM U/S,MIZORAM,24.4,6.1,6.3,11130.2,61.2,5.6,52410.4,54630.6,2017,2017-05-17
1685.0,"BARAK RIVER NR NONEY VILL., TAMENGLONG",PONDICHERRY,24.3,3.3,7.2,13051.0,20.8,4.4,45229.4,54537.5,2017,2017-05-18
17.0,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",KERALA,26.6,5.0,7.3,10950.2,5.6,11.4,18866.6,79747.8,2017,2017-05-19
1246.0,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",GUJARAT,21.8,8.8,5.7,4029.8,47.8,6.3,20649.4,11844.7,2017,2017-05-20
3365.0,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MEGHALAYA,28.4,4.9,6.4,4149.9,42.9,7.2,48567.1,76335.6,2017,2017-05-21
1246.0,GHAGGAR AT U/S DHAKANSU NALLAH,GUJARAT,24.5,5.5,5.9,17827.3,48.3,5.6,32696.2,77540.9,2017,2017-05-22
2624.0,R UPPALA AT  UPPALA BR.,HIMACHAL PRADESH,18.1,8.4,8.2,10484.1,15.8,3.8,21829.2,32002.5,2017,2017-05-23
2052.0,"R MAHE AT VALAYAM, KERALA",MIZORAM,28.0,4.3,6.4,14505.1,61.4,11.4,46979.9,62306.8,2017,2017-05-24
1685.0,NAGAVALLI AT THOTAPALLI REGULATOR,PONDICHERRY,21.2,5.8,8.2,7630.4,67.5,1.7,3363.5,2867.9,2017,2017-05-25
1685.0,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",PONDICHERRY,26.4,5.9,8.3,11540.7,72.0,9.5,35381.2,77223.7,2017,2017-05-26
3365.0,LUKHA RIVER,MEGHALAYA,32.0,6.2,7.9,4093.8,12.7,0.8,35863.0,24782.4,2017,2017-05-27
1726.0,"CHALIYAR AT CHUNGAPALLY, KERALA",TRIPURA,26.9,3.3,7.7,11522.9,55.8,6.1,6484.9,70943.6,2017,2017-05-28
1726.0,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",TRIPURA,30.1,6.2,5.6,6822.0,1.9,11.3,25110.4,40384.6,2017,2017-05-29
2870.0,"R KADALUNDI AT THIRURANGADY, KERALA",MANIPUR,20.6,7.1,6.8,16149.6,37.8,11.1,39978.1,49598.7,2017,2017-05-30
1024.0,"IMPHAL AT SEKMAI, IMPHAL EAST",PUNJAB,30.6,4.4,6.9,18505.5,19.8,8.6,41029.4,57034.3,2017,2017-05-31
1024.0,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",PUNJAB,28.9,9.7,7.2,7363.3,66.0,8.6,2734.0,19630.8,2017,2017-06-01
1455.0,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",ODISHA,24.6,8.5,8.1,15029.0,11.5,4.2,50781.8,54042.5,2017,2017-06-02
1685.0,"PAMBA DOWN, KERALA",PONDICHERRY,30.1,4.4,8.0,18143.7,29.3,6.1,1717.5,63051.9,2017,2017-06-03
1455.0,RIVER BHOGAVO D/S OF SURENDRANAGAR,ODISHA,18.6,8.1,6.8,12784.0,44.4,2.0,5819.5,35457.3,2017,2017-06-04
2870.0,IMPHAL AT MAHABALI,MANIPUR,19.4,6.4,6.4,13643.3,71.4,6.6,23311.1,69700.6,2017,2017-06-05
17.0,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,25.6,7.0,6.1,13397.4,4.8,1.1,165.7,44400.4,2017,2017-06-06
1885.0,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",HARYANA,21.8,9.2,7.1,8878.9,7.3,0.3,37595.4,57161.4,2017,2017-06-07
2870.0,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",MANIPUR,30.9,8.1,8.0,17921.2,54.9,2.7,13430.6,49621.7,2017,2017-06-08
17.0,"U/S DHAKANSU NALLAH, PUNJAB",KERALA,20.3,9.0,6.5,9656.5,4.9,1.6,437.5,69965.6,2017,2017-06-09
1643.0,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ORISSA,24.6,5.3,6.1,8668.4,31.1,0.2,49685.0,39029.3,2017,2017-06-10
1455.0,RIVER ZUARI AT BORIM BRIDGE,ODISHA,32.7,7.6,6.6,16848.4,7.8,4.6,41426.0,10831.4,2017,2017-06-11
1726.0,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",TRIPURA,22.1,8.0,7.4,8559.7,1.4,8.0,35085.6,20920.8,2017,2017-06-12
1717.0,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,RAJASTHAN,19.0,9.6,7.6,4531.8,41.5,11.4,46832.0,80066.1,2017,2017-06-13
2624.0,"BUGI AT DALU, SOUTH GARO HILLS",HIMACHAL PRADESH,18.7,8.2,7.8,947.6,85.0,9.5,49847.0,73499.6,2017,2017-06-14
1892.0,"THOUBAL R AT PHADOM, THOUBAL",KARNATAKA,27.5,8.9,5.6,1584.5,38.5,0.2,29254.1,66408.2,2017,2017-06-15
1685.0,IRANG RIVER AT TAMENGLONG ,PONDICHERRY,21.8,8.5,6.5,148.0,45.0,7.5,42639.8,7948.7,2017,2017-06-16
3365.0,CHALIYAR AT CHUNGAPALLY,MEGHALAYA,26.9,8.7,8.2,13417.3,41.4,1.1,44720.7,44382.9,2017,2017-06-17
1328.0,ACHENKOIL AT CHENNITHULA,TAMILNADU,22.6,2.7,8.4,10997.2,17.2,9.3,37061.0,67907.0,2017,2017-06-18
2624.0,GUMTI AT U/S SOUTH TRIPURA,HIMACHAL PRADESH,17.4,7.4,7.1,3863.9,5.3,9.7,38680.0,28540.7,2017,2017-06-19
1726.0,R KADALUNDI AT THIRURANGADY,TRIPURA,29.9,9.2,6.3,12609.2,23.4,2.5,38707.6,39398.0,2017,2017-06-20
1543.0,"CHALIYAR AT CHUNGAPALLY, KERALA",GOA,32.3,6.5,7.1,11987.7,75.4,0.2,19273.8,82879.2,2017,2017-06-21
